valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.8,1992,0.191,['Ice Cube'],0.856,222707,0.792,1,2Q21T7gfWltYB592v39re5,0,1,0.402,-3.256,1,Check Yo Self,52,17/11/1992,0.115,101.05
0.287,1992,0.0447,['INXS'],0.668,250653,0.727,0,4nwgKaHg9TJahiSSmt3X1x,0.0104,2,0.45,-5.679,1,Not Enough Time,46,1992,0.0414,96.006
0.383,1992,0.0398,['Jackyl'],0.477,212107,0.935,0,1Q0ngcqxEr5GpDGfh5VAvZ,0.00692,5,0.915,-7.744,0,The Lumberjack,46,1/1/1992,0.0873,125.575
0.767,1992,0.0227,['NOFX'],0.571,122160,0.854,0,5XhMeCYrRhQjL4sUoOmUCE,0,0,0.446,-6.191,1,Bob,53,30/12/1992,0.0694,90.396
0.347,1992,0.112,['KISS'],0.444,320227,0.735,0,1jJenVEjsXClGR4n4vJkMu,0,4,0.637,-9.74,1,God Gave Rock 'N' Roll To You II,55,1/1/1992,0.0526,145.244
0.447,1993,0.0374,['Janet Jackson'],0.653,271640,0.976,0,0t414ewhjcIiuPVF3QECz2,0.00173,11,0.561,-5.173,0,If,52,18/5/1993,0.0797,105.575
0.71,1993,0.279,['Zapp'],0.668,282480,0.698,0,677tTabxmQFZjoNlo2E6JW,0,7,0.554,-7.222,0,Computer Love,49,28/9/1993,0.123,84.578
0.702,1993,0.000627,['Bodeans'],0.497,188600,0.943,0,0xw22cJECqEQ8RlH0H4sHr,0.000698,7,0.731,-4.792,1,Closer to Free,46,12/10/1993,0.0412,98.155
0.556,1993,0.132,['Guardianes Del Amor'],0.519,214200,0.708,0,5KF8M1EhpmcJIcmVKZmQYC,0,5,0.415,-5.155,1,Ya Lo Se Todo,49,1993,0.028,80.116
0.762,1993,0.07,['Runâ€“D.M.C.'],0.786,302627,0.637,0,2oSPru8bef0EMhF9tvMSLn,1.31E-05,1,0.415,-12.149,1,Down With the King,51,4/5/1993,0.205,96.023
0.667,1993,0.0574,['A Tribe Called Quest'],0.78,259120,0.626,0,4tnbcPfOSZq5VAU67XxIdN,0.0122,7,0.501,-9.99,1,We Can Get Down,48,9/11/1993,0.199,93.945
0.339,1993,0.0115,['Green Jelly'],0.449,353640,0.95,0,6DiPkm7C3LD9XsJWTGPFgv,3.66E-05,7,0.514,-4.978,1,Three Little Pigs,48,25/2/1993,0.225,144.469
0.499,1993,0.655,['Kirk Franklin'],0.528,245667,0.805,0,537bauuRZw1QMo3Ya4vZrz,0,5,0.677,-9.416,1,He's Able,44,1993,0.0759,80.57
0.847,1993,0.206,['Faith Hill'],0.597,241280,0.702,0,5I7a2zThNmOtlbwrRlcN88,1.58E-06,3,0.503,-8.38,1,Piece of My Heart,51,1/1/1993,0.0348,164.916
0.476,1994,0.0633,['The Notorious B.I.G.'],0.724,264547,0.841,1,3UQAKY0SUEonxneROvv4jy,3.68E-05,6,0.487,-5.713,1,Ready to Die - 2006 Remaster,57,13/9/1994,0.309,84.991
0.906,1994,0.134,['KC & The Sunshine Band'],0.669,315745,0.754,0,4msPRe3NEDVL6dsBcE7AhL,0.0069,10,0.46,-12.223,1,Get Down Tonight,51,13/12/1994,0.0279,112.683
0.533,1994,0.0243,['Edwyn Collins'],0.619,236583,0.781,0,6XOINCZBv8Q7RXgNNiTwIN,0.000286,5,0.402,-7.455,0,A Girl Like You,64,1994,0.0393,126.267
0.237,1994,0.0809,['Mariah Carey'],0.566,257933,0.785,0,2OggiWqL8exckT6kOrcDuA,0,4,0.528,-9.085,1,Joy to the World,56,1/11/1994,0.046,120.396
0.433,1994,0.0252,['Common'],0.769,227827,0.682,1,4u7hiFNXUeTG3A4dqQrkcd,0.000384,1,0.702,-12.584,1,Resurrection,56,25/10/1994,0.354,91.486
0.618,1994,0.00436,['Joe Diffie'],0.696,186093,0.759,0,7nfPLTcf3UwAADE1X25PdR,2.00E-05,9,0.484,-8.642,1,Third Rock from the Sun,48,26/7/1994,0.0718,150.647
0.726,1994,0.0353,['Scarface'],0.88,146280,0.818,1,6kYTywTCfycHZcH0WdLyRy,0,1,0.713,-7.427,1,No Tears,50,1994,0.359,81.93
0.794,1994,0.573,"['LA INDIA', 'Marc Anthony']",0.636,367027,0.672,0,4qAknKWl2aMvWn4r1nzWAa,0,10,0.915,-6.667,0,Vivir Lo Nuestro,52,1/1/1994,0.0412,91.191
0.483,1994,0.0713,['The Notorious B.I.G.'],0.629,240480,0.715,1,0C5IKY0sXz4sg0hpx7HOz0,0,1,0.569,-7.585,1,Me and My Bitch - 2005 Remaster,53,13/9/1994,0.496,178.007
0.631,1994,0.433,['Nirvana'],0.703,224733,0.795,0,2RyiGdY33PR4aCTUolEhk7,0,1,0.453,-8.632,1,On A Plain,56,1/11/1994,0.0409,117.946
0.593,1994,0.00265,['The Stone Roses'],0.435,347093,0.88,0,6JvEXmRh3l2acBzvqavgT9,0.0014,2,0.436,-8.451,1,Love Spreads,59,5/12/1994,0.0448,91.116
0.382,1995,0.5,['Luis Miguel'],0.501,152173,0.685,0,7nAvryV9PVCt9PQGPx7I0z,0,5,0.953,-7.349,1,Si Nos Dejan - En Vivo,59,13/10/1995,0.0325,105.468
0.608,1995,0.0745,"['Michael Jackson', 'Janet Jackson']",0.805,278293,0.942,1,4LD5dhQ3kqpqe14sGPDtBC,1.46E-05,0,0.415,-6.584,1,Scream,56,16/6/1995,0.0905,106.525
0.855,1995,0.0101,['KRS-One'],0.855,295933,0.798,1,0snDRsjNRMJhm7SVja8l6J,0.000615,1,0.628,-4.018,1,MC's Act Like They Don't Know,58,10/10/1995,0.237,90.429
0.324,1995,0.248,['Guided By Voices'],0.372,93307,0.966,0,5aJuA3SC8YGjsqlLJo8rrB,0.663,2,0.529,-6.984,0,Game Of Pricks,52,4/4/1995,0.0729,122.224
0.788,1995,0.042,"['Montell Jordan', 'Wino']",0.775,277293,0.606,0,1poBO3pO6fkqPYG6n8J5cX,0,0,0.523,-9.86,1,This Is How We Do It,57,1/1/1995,0.12,103.648
0.963,1995,0.226,"['Chris LeDoux', 'Toby Keith']",0.657,163667,0.773,0,1ArAjl7hyquZoN7y2szoM9,2.80E-06,2,0.438,-8.418,1,Copenhagen,47,1/1/1995,0.0356,105.728
0.752,1995,0.653,['Marc Anthony'],0.469,314440,0.706,0,6fhM1k6uoPvz5Vd2KaWjnA,0,11,0.544,-6.93,0,Te Conozco Bien,57,1/1/1995,0.0607,87.72
0.608,1995,0.154,['8Ball & MJG'],0.689,310133,0.658,1,1b8WvjQ6aT3MrqouZHCqsE,0,9,0.499,-7.532,0,Space Age Pimpin',46,31/10/1995,0.0767,149.991
0.255,1995,0.0206,['Radiohead'],0.429,259200,0.88,0,05evePUsIT1cmIURp1hgu6,0.698,9,0.607,-8.013,0,Planet Telex,54,28/3/1995,0.109,148.965
0.838,1995,0.436,['Cream'],0.378,255600,0.756,0,1sxtxIKhRiQwuGpUwHoEHq,0.0351,7,0.867,-11.073,1,Crossroads - Live,45,7/3/1995,0.0673,131.577
0.364,1995,0.000146,['Alice In Chains'],0.393,284640,0.882,0,1gh6flppAA19XDw30g5LEN,0.000341,11,0.507,-5.884,1,Grind,50,30/10/1995,0.0367,88.417
0.907,1996,0.344,['Cornelius Brothers & Sister Rose'],0.516,198693,0.73,0,2OyaNAq8BcGstyzueloqpE,0,7,0.425,-7.136,1,Too Late To Turn Back Now,56,1/1/1996,0.0494,115.126
0.899,1996,0.185,['New Edition'],0.72,261400,0.719,0,0yNCFwihschpOwSgK31f2O,0.000128,7,0.522,-4.571,0,Hit Me Off,52,1/1/1996,0.0882,88.987
0.657,1996,0.00654,"['2Pac', 'Roger', 'Dr. Dre']",0.635,385880,0.843,1,2Low9dwyJeUtqlpgVbFFMn,0,5,0.495,-4.197,1,"California Love (remix) (ft. Dr. Dre, Roger Troutman)",58,1996,0.0767,91.634
0.923,1996,0.0913,"[""Quad City DJ's""]",0.843,451440,0.959,0,2QLEN3RVunMas7j0PHjeAT,0,6,0.408,-4.933,0,C'mon N' Ride It (The Train),51,18/6/1996,0.0914,135.988
0.415,1996,0.00436,['Animotion'],0.673,337267,0.613,0,3N7GqZMpZJW69Te1bfUTc3,0.362,7,0.608,-11.997,1,Obsession,50,1/1/1996,0.0799,114.748
0.751,1996,0.0691,['Sir Mix-A-Lot'],0.908,300533,0.938,1,3G1lmq2hDoJZlemVcJNFK0,0,2,0.799,-5.682,1,Jump On It,49,1/1/1996,0.201,113.974
0.745,1996,0.176,['Los Temerarios'],0.642,206293,0.611,0,1mwR6Qc9LXL8Pya9RIVXBm,0.00184,6,0.458,-9.975,0,Al Otro Lado Del Sol,53,1/1/1996,0.032,111.892
0.381,1996,0.00109,['Marilyn Manson'],0.541,269000,0.854,0,2YGwSRjcY4Hjz6fktW9619,0.000199,5,0.781,-7.066,0,Tourniquet,54,1996,0.0426,90.066
0.899,1996,0.0226,['Spice Girls'],0.727,240707,0.83,0,1jI1aLmm5HTwiMtvsbwDJw,0.00356,6,0.73,-6.658,0,Who Do You Think You Are,60,1/1/1996,0.0376,118.002
0.293,1996,0.116,['Alice In Chains'],0.535,300000,0.69,0,4uc4dKehCiytR5NLTSGJXu,0.000113,8,0.73,-8.956,1,"Got Me Wrong - Live at the Majestic Theatre, Brooklyn, NY - April 1996",52,29/7/1996,0.045,81.871
0.707,1996,0.369,"['Ghostface Killah', 'Raekwon', 'Cappadonna']",0.757,286653,0.725,1,63LVYnGJmWjNnmHiOVsGhe,0.00139,8,0.431,-6.524,1,Iron Maiden,52,1996,0.303,103.014
0.647,1996,0.0102,['Descendents'],0.391,135133,0.968,0,5XXiK8GZjjmCHpBpUEm9z5,7.01E-05,0,0.446,-6.324,1,I'm The One,50,24/9/1996,0.0625,90.481
0.963,1996,0.0877,['Patti LaBelle'],0.81,251160,0.722,0,71DxDMPiElIeGgvJvtITXR,0.000885,11,0.529,-7.101,0,New Attitude,50,1/1/1996,0.0429,138.011
0.672,1996,0.0177,"['2Pac', 'Danny Boy']",0.749,293667,0.679,1,6S8UBw4Nws06e1Umh3v1Zq,9.33E-06,5,0.406,-5.889,0,I Ain't Mad At Cha (ft. Danny Boy),52,1996,0.238,85.04
0.567,1997,0.000789,['Veruca Salt'],0.543,198933,0.961,0,3cMliO9emUSa4d1Ap2MbfW,1.29E-06,4,0.431,-2.749,1,Volcano Girls,54,1/1/1997,0.0373,131.463
0.34,1997,0.000515,['Control Machete'],0.84,215267,0.714,0,1yshNtExWJOfvjfvUqGcnu,0.0479,9,0.408,-7.031,1,"Comprendes, Mendes?",61,1997,0.212,93.998
0.671,1997,0.103,['The Notorious B.I.G.'],0.62,286187,0.854,1,0ed6evAMZvewGh4UI9KkVU,0,6,0.402,-5.578,1,Kick in the Door - 2014 Remaster,55,4/3/1997,0.628,179.801
0.544,1997,0.0164,"['Ice Cube', 'Dr. Dre']",0.738,289227,0.915,1,2AsUIjkkqwLnv5vkiwkvsT,9.79E-05,9,0.627,-7.754,1,Natural Born Killaz,54,1/1/1997,0.189,91.058
0.324,1997,0.0545,['Save Ferris'],0.375,249133,0.894,0,4Z4xFENnvMnRDPpAx5wpaO,0,2,0.593,-6.366,1,Come on Eileen,54,25/8/1997,0.0974,115.366
0.94,1997,0.0497,['Fulanito'],0.681,205333,0.907,0,4jRxEVNituPZObHbCSBZL3,0,7,0.715,-8.181,1,Guallando,57,21/11/1997,0.0699,149.938
0.517,1997,0.366,['Lil Rob'],0.62,325933,0.669,1,4YAbSGg93vnCfTakr7KcmW,0,0,0.408,-9.953,1,Soy Chingon,48,24/11/1997,0.364,167.957
0.903,1997,0.261,['Shania Twain'],0.773,214240,0.641,0,6xAF3xYDK915NEvC6WNbj9,0,2,0.548,-6.742,1,Don't Be Stupid (You Know I Love You),53,4/11/1997,0.0318,122.025
0.487,1997,7.64E-05,['Foo Fighters'],0.473,248267,0.741,0,0M5xRyxGpFFDfzN2x0wdpH,0.00114,2,0.565,-5.299,1,"Hey, Johnny Park!",55,20/5/1997,0.0305,84.974
0.677,1997,0.0127,"['JAY-Z', 'Babyface', 'Foxy Brown']",0.676,283360,0.658,1,1EkteNRr1GNnrjRZ5zRXWy,0.000938,6,0.574,-9.227,0,Always Be My Sunshine,55,4/11/1997,0.314,90.227
0.826,1998,0.0332,['Parliament'],0.749,267800,0.802,0,6VSm4HuSiOGWjbt6zpPnvh,0.0499,7,0.611,-6.159,0,Flashlight,53,26/5/1998,0.0471,106.077
0.613,1998,0.141,['2Pac'],0.591,263600,0.739,1,4Tttv4p2xuAq1LpQ7LI95E,0,4,0.48,-6.451,1,Keep Ya Head Up,50,1/1/1998,0.429,172.414
0.953,1998,0.157,['Catch 22'],0.667,182880,0.885,0,1EumTYKFbtiK1p65CqKKOw,3.97E-06,9,0.687,-5.281,1,Keasbey Nights,52,1998,0.0507,119.536
0.729,1998,0.227,"['Eiffel 65', 'Gabry Ponte']",0.829,219618,0.965,0,7lMIJ4EFWRVoAIPDpeGyM3,0.000122,7,0.466,-11.498,0,Blue (Da Ba Dee) - Gabry Ponte Video Edit,59,11/11/1998,0.0598,127.999
0.111,1998,0.0127,['Fatboy Slim'],0.572,387707,0.862,0,3Pb9QabepyR9e9D8NqorPH,0.388,7,0.674,-8.065,1,"Right Here, Right Now",50,1/1/1998,0.101,124.708
0.477,1998,0.000553,['Garbage'],0.559,218135,0.772,0,7fFJ4nfi1mnQ10J8YAu9Di,0.0332,0,0.435,-6.947,1,I Think I'm Paranoid,49,11/5/1998,0.033,113.875
0.427,1998,4.65E-05,['Godsmack'],0.257,263133,0.906,0,7fujLGyPh3b45OwjFhlQ8Q,0.00146,6,0.746,-6.843,0,Moon Baby,50,1/1/1998,0.112,162.267
0.534,1998,0.00129,['Marilyn Manson'],0.564,303467,0.834,1,1XLDwj2XXXNPOJvpvjHOas,0,2,0.886,-6.978,1,I Don't Like The Drugs (But The Drugs Like Me),55,14/9/1998,0.0384,93.906
0.4,1998,0.0337,['Juan Gabriel'],0.577,444533,0.674,0,6nOJ1EJYDa5QCI6RGBuozw,3.26E-05,1,0.966,-7.734,0,AsÃ­ Fue - En Vivo,59,11/1/1998,0.0412,105.708
0.912,1998,0.623,['Solomon Burke'],0.733,154907,0.624,0,2sCf9tz6LHByczuVT7rqIx,0,4,0.407,-9.849,1,Cry to Me,60,1998,0.0374,114.586
0.358,1998,8.78E-06,['Marilyn Manson'],0.509,189760,0.91,1,4ukiv6Rp5N4tQZSBT9JRLo,0.102,11,0.404,-6.531,0,Rock Is Dead,58,14/9/1998,0.038,101.174
0.476,1998,0.0399,"['DMX', 'Sheek']",0.596,243240,0.623,1,64Jvj5JVttGkVHXHN21wiG,0,1,0.729,-8.444,1,Get At Me Dog,48,1/5/1998,0.496,97.002
0.387,1999,0.000558,['Metallica'],0.246,343200,0.952,0,0n4AllHzf3ma4ki20Y9h00,0.00193,3,0.959,-5.045,0,No Leaf Clover - Live with the SFSO,49,23/11/1999,0.114,151.374
0.547,1999,0.549,['The Isley Brothers'],0.467,267333,0.831,0,5TUa3AsgSh3kJIuXn42wig,0,10,0.95,-7.661,1,"Shout, Pts. 1 & 2",52,1999,0.0683,137.355
0.826,1999,0.311,['ManÃ¡'],0.695,222261,0.927,0,6k2AsDKvvip54F59DIn1Mv,0,9,0.954,-4.855,1,Se Me OlvidÃ³ Otra Vez - Unplugged,61,14/5/1999,0.0524,103.188
0.451,1999,0.000363,['Sammy Hagar'],0.504,251333,0.904,0,4Xa5nCpSEWdvjhFXm9We1q,0.00285,0,0.952,-4.896,1,Mas Tequila,49,1/1/1999,0.137,130.954
0.13,1999,0.000463,['Slipknot'],0.293,236360,0.997,1,2yYX7KbfWZrezWVW1vN3iz,3.95E-05,4,0.415,-4.364,0,Eyeless,47,12/6/1999,0.217,100.348
0.721,1999,0.138,['Choking Victim'],0.471,160000,0.995,0,3BTVBkPYvLNahj8GrFMvnk,0.012,11,0.509,-1.283,1,500 Channels,49,30/3/1999,0.161,111.884
0.821,1999,0.0405,['The Gap Band'],0.697,456733,0.809,0,46llPK4QUykzRkMWxoAjcP,0.00949,4,0.894,-10.358,0,"Early In The Morning - 12"" Version",48,5/3/1999,0.0414,121.376
0.803,2000,0.0206,"['M.O.P.', 'Busta Rhymes', 'Teflon', 'Remi Martin']",0.68,247693,0.894,1,5osSw3tL07Tuid7AWsvYcc,0,1,0.462,-4.86,1,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",61,29/8/2000,0.255,94.089
0.229,2000,0.0511,['At The Drive In'],0.251,260306,0.932,0,1lg8iruuIfdRL20TMmHRzJ,3.29E-05,4,0.642,-4.167,0,One Armed Scissor,53,2000,0.159,165.253
0.868,2000,0.676,['Harry Belafonte'],0.601,224733,0.8,0,6KkAC41nNRiWA6w3ZD9cJ8,0,9,0.611,-9.509,0,Jump in the Line,53,25/7/2000,0.322,113.612
0.0778,2000,0.0216,['Eminem'],0.587,377893,0.923,1,20oenBXlmwIfK0F3fQIjhM,0,4,0.481,-3.05,0,Kim,55,23/5/2000,0.441,142.075
0.666,2000,0.161,['Luis Miguel'],0.389,179040,0.71,0,1jxO9AwMqYynDsuMWKrPvi,0,5,0.918,-6.265,1,La bikina - En vivo,67,11/1/2000,0.0351,160.397
0.848,2000,0.24,['Steve Earle'],0.421,185000,0.946,0,1KnilWyiAb1Jwa9QJXZGMN,0.00255,2,0.504,-5.101,1,The Galway Girl,57,6/6/2000,0.0767,169.712
0.864,2000,0.00809,['Westlife'],0.645,186440,0.921,0,2sFp6E7lNBbblJGmUtCfFH,1.08E-05,6,0.407,-5.256,0,Uptown Girl - Radio Edit,68,2000,0.0302,129
0.884,2000,0.128,['Paulina Rubio'],0.726,224640,0.855,0,0JAGODD5w6MeYQzA9lV6Zm,0,1,0.68,-7.53,0,Yo No Soy Esa Mujer,63,1/1/2000,0.0307,104.002
0.569,2000,0.322,['Son By Four'],0.463,261360,0.876,0,3BmwNuqx9pCqjLplOVNBLY,1.32E-06,1,0.409,-4.837,1,A Puro Dolor,58,23/5/2000,0.0468,92.092
0.664,2000,0.402,['The Beatles'],0.498,207787,0.806,0,0hqjsgWRfMBf2s8xsvRq1M,5.74E-06,0,0.525,-5.284,1,"Hello, Goodbye - Remastered 2015",55,13/11/2000,0.0265,99.396
0.929,2000,0.00514,['M.O.P.'],0.699,248693,0.793,1,550JPXXPgjr1xqxtKIaX6b,2.75E-06,1,0.7,-4.856,1,Ante Up (Robbin Hoodz Theory),59,29/8/2000,0.268,94.138
0.832,2001,0.259,['City High'],0.733,175560,0.794,1,1tJkic0TURTCXw3rBhYgWu,0,7,0.483,-6.909,1,What Would You Do?,54,1/1/2001,0.223,95.877
0.232,2001,0.433,['Immortal Technique'],0.673,579293,0.871,1,7MDUVH4ITohsIjdynRwCJp,0,1,0.477,-5.781,0,Dance With the Devil,58,18/9/2001,0.415,89.186
0.45,2001,0.157,['Los Bukis'],0.55,211587,0.624,0,0bXmkULAV5RNw9pL5iiLb8,0,4,0.421,-12.906,1,LadrÃ³n De Buena Suerte,57,1/1/2001,0.102,161.009
0.491,2001,0.179,['La Ley'],0.643,288067,0.679,0,5Em7MA991Gn3yhheaul0CX,1.40E-05,7,0.7,-6.382,1,Mentira,67,28/8/2001,0.0287,132.199
0.655,2001,0.0533,"[""Destiny's Child""]",0.524,254040,0.904,0,5sN8MGWR2pu2Rn3oAOPYXt,0,8,0.776,-2.071,1,Survivor,57,1/5/2001,0.398,161.188
0.624,2001,0.000277,['Papa Roach'],0.475,213867,0.958,0,2Ll44WxlG2eiqL6NtEnf8M,2.20E-06,2,0.432,-3.322,0,Blood Brothers,61,25/4/2001,0.0581,169.16
0.566,2001,0.00107,['blink-182'],0.558,219667,0.889,1,6c9UjtsLpfK5hTwTrdRDbR,0.000998,9,0.538,-4.388,1,Story Of A Lonely Guy,56,2001,0.0345,152.097
0.511,2002,0.00125,['Ra'],0.438,317160,0.942,0,5w0jXRvylCbWxFrJx2H1Fl,1.01E-06,4,0.421,-5.19,0,Do You Call My Name,55,1/1/2002,0.0575,91.299
0.387,2002,0.00108,['The Used'],0.26,242133,0.923,0,746bHsY27aWTMYpoxqECOm,0,7,0.763,-5.023,1,Buried Myself Alive,56,25/6/2002,0.157,170.605
0.893,2002,0.155,['Dave Matthews Band'],0.527,306347,0.908,0,65JmIZCsgkw2mbfobxt1CR,8.89E-05,11,0.581,-5.105,0,Grey Street,52,16/7/2002,0.036,99.482
0.565,2002,0.18,['Tech N9ne'],0.759,285800,0.866,1,46t7etd7A3T5K1BDsw9Fjc,0,11,0.939,-3.084,0,Imma Tell,51,24/9/2002,0.26,155.945
0.2,2002,0.0134,['Matchbox Twenty'],0.319,234427,0.732,0,4dZhQj20JbKlD9oR0X8kjZ,0,4,0.658,-4.475,1,Bright Lights,51,1/11/2002,0.0436,80.195
0.802,2002,0.00215,['Bell Biv DeVoe'],0.841,262027,0.701,0,0RnDu3eYJqbFKz6MHv2ajd,0.00268,6,0.627,-6.365,0,Poison,50,1/1/2002,0.192,111.857
0.585,2002,0.0305,['Insane Clown Posse'],0.706,272667,0.852,1,5WuvsVJcKm6Gr8XEFBbCeB,0,9,0.689,-4.553,1,Juggalo Homies,51,2/11/2002,0.117,90.041
0.544,2002,0.00127,['OK Go'],0.389,196760,0.767,0,0SLOiJClXkAZluClYpke95,0,2,0.435,-4.314,1,Get Over It,53,1/1/2002,0.149,184.926
0.62,2002,0.0397,['Aventura'],0.655,225747,0.702,0,4qo9CljCI7Nn9VmRxC0246,0,11,0.877,-10.364,1,LÃ¡grimas,57,2002,0.054,125.117
0.66,2002,0.602,['Maurette Brown Clark'],0.466,299480,0.878,0,6EstomtQJkk4F0pS6qX5NS,0,1,0.549,-4.78,1,Just Want to Praise You,49,30/4/2002,0.266,107.23
0.591,2003,0.312,['The Strokes'],0.452,153133,0.889,0,6Yu1OL8I0D4vjOzYdsXYGK,0.8,4,0.558,-3.838,1,12:51,60,28/10/2003,0.0379,145.056
0.428,2003,0.119,['MÃ½a'],0.669,214600,0.61,0,75pAfYEpRXZf7GVORGhOgz,2.75E-05,1,0.53,-8.217,1,Fallen,53,1/1/2003,0.0457,94.439
0.448,2003,0.2,['Wade Bowen'],0.573,275107,0.681,0,5XlN58Ay3R3cE7P7c9XjaC,0,9,0.941,-4.2,1,Who I Am,52,9/7/2003,0.0277,122.45
0.682,2003,0.0168,['Motion City Soundtrack'],0.661,216667,0.874,0,7N2DblLu8DuZ0seGYSg73v,0,5,0.41,-5.904,0,The Future Freaks Me Out,54,24/6/2003,0.0456,127.915
0.634,2003,0.141,"['T.I.', 'C. Harris']",0.601,347507,0.768,1,5Rkbnhwkb6oiqq1HQcXirN,0,8,0.482,-5.712,1,Rubber Band Man,53,18/8/2003,0.386,152.45
0.836,2003,0.0892,['Michael Jackson'],0.775,311440,0.852,0,0wQy2OO7jKjm0OOmA7gv3f,2.35E-05,11,0.823,-4.813,1,Thriller - 2003 Edit,60,18/11/2003,0.0528,118.561
0.715,2003,0.0107,['Korn'],0.756,197907,0.811,1,2WSWm0zlL3CJRACHS5KXbB,0,0,0.538,-3.685,1,Y'all Want a Single,52,19/11/2003,0.0836,118.034
0.493,2003,0.00391,['Lindsay Lohan'],0.487,186867,0.807,0,69Zl2MdeQE8twZdiMXJXxZ,0,1,0.445,-4.745,0,"Ultimate - From ""Freaky Friday""/Soundtrack Version",53,1/1/2003,0.0383,79.524
0.662,2003,0.00445,['Fred Hammond'],0.325,342467,0.974,0,0ZD5LFsk2PMHicGH8MWRN8,1.55E-06,8,0.617,-5.035,1,We're Blessed,51,7/9/2003,0.127,186.632
0.494,2003,0.0002,['Fall Out Boy'],0.543,194493,0.968,0,7naGWci9bflvfdzxphFjAw,0,0,0.539,-4.028,1,Dead on Arrival,53,6/5/2003,0.0702,100.982
0.811,2003,0.00591,['Eagles'],0.465,255346,0.812,0,7L8WxiOqgVFcrypKyrAPVx,0.000494,7,0.408,-6.398,1,Already Gone - 2013 Remaster,50,21/10/2003,0.0467,146.2
0.522,2004,0.0104,['Camâ€™ron'],0.67,251453,0.788,1,1y4wfSe5L3afercd7sYE1K,0,11,0.492,-7.426,1,Killa Cam,57,10/2/2004,0.274,80.032
0.327,2004,0.719,['Samuel HernÃ¡ndez'],0.575,320000,0.631,0,79y4fe9RE0KtxXGj4WmRT5,3.50E-06,2,0.407,-6.981,1,Levanto Mis Manos,64,1/1/2004,0.0407,126.201
0.615,2004,0.0996,['MF DOOM'],0.376,258587,0.718,1,5q6GyhYQUAgCWDuMZDXXUG,0.00332,7,0.633,-6.7,1,One Beer,57,16/11/2004,0.246,91.115
0.368,2004,0.262,['Los Enanitos Verdes'],0.624,293227,0.707,0,71AMvL4Fey4MwxQShk4VBR,0,0,0.963,-8.233,1,Luz De Dia,68,1/1/2004,0.0291,121.961
0.405,2004,0.233,"['Franco De Vita', 'Sin Bandera']",0.614,248000,0.664,0,7xVEvr9wPXLPU286pCfYM3,0,7,0.459,-3.939,1,Si la Ves (feat. Sin Bandera),68,28/4/2004,0.0304,115.956
0.881,2004,0.359,"['Madvillain', 'Madlib', 'MF DOOM']",0.571,131867,0.717,1,60PZUWKsJC52uXaPlPcEVf,3.12E-06,6,0.797,-8.333,1,Meat Grinder,57,24/3/2004,0.336,87.54
0.649,2004,0.184,"['Kanye West', 'Talib Kweli', 'Common']",0.614,289493,0.644,1,5b2FFKC64kxqcfaFnIZxoM,0,11,0.489,-5.672,0,Get Em High,56,10/2/2004,0.373,84.788
0.593,2004,0.294,"['Eminem', '50 Cent', 'Nate Dogg']",0.777,159787,0.716,1,5CsDo9j3N4yFZNCN1h9loS,0,11,0.665,-5.327,1,Never Enough,60,12/11/2004,0.347,95.756
0.532,2004,0.00177,['Senses Fail'],0.491,179987,0.87,0,2y8VWxzuw49UaIc4F5QIQk,0,2,0.517,-5.31,1,Buried a Lie,52,7/9/2004,0.136,163.268
0.538,2004,0.222,['Wu-Tang Clan'],0.787,253467,0.72,1,2tNmhDlMbwQZLxQtWMt2EU,0,7,0.633,-7.569,1,Gravel Pit,60,26/10/2004,0.251,121.003
0.582,2004,0.153,['Los Enanitos Verdes'],0.639,242413,0.745,0,1lAFWiaVhJhvQ5Gtzp6vSu,4.33E-06,2,0.914,-5.455,1,"Tu Carcel - En Vivo Desde Tijuana, Mexico/2004",64,1/1/2004,0.0291,117.454
0.763,2004,0.119,"['De La Soul', 'MF DOOM']",0.733,185267,0.67,1,6RBMpENxbx74lTdR5SBcaF,0,10,0.442,-3.532,0,Rock Co.Kane Flow (feat. MF Doom),56,5/10/2004,0.132,86.983
0.62,2004,0.0122,"['RBD', 'AnahÃ­', 'Dulce MarÃ­a', 'Maite Perroni', 'Christian ChÃ¡vez', 'Christopher von Uckermann', 'Alfonso Herrera']",0.671,214307,0.782,0,56tOMi4N980gmsdUoyaLb3,0,7,0.525,-6.498,1,Rebelde,65,1/1/2004,0.047,95.011
0.551,2005,0.312,['Brooks & Dunn'],0.568,258693,0.829,0,1BMhbPsW66IXqksKC8jrCf,2.57E-06,7,0.514,-4.713,1,Hillbilly Deluxe,57,30/8/2005,0.0461,155.041
0.607,2005,0.000988,['Gorillaz'],0.644,235360,0.728,0,0dcMqjeDpwqB2xhzMsld0p,0.0279,9,0.473,-8.396,0,El MaÃ±ana,63,23/5/2005,0.029,132.488
0.362,2005,0.0218,['Jennifer Lopez'],0.741,225533,0.759,0,0rLzyBecRbTpnBWvMtPVFR,0,0,0.628,-5.096,0,Get Right,57,1/3/2005,0.12,97.084
